WISEID,Answer,KIScore
118582,because it show on the pic that the sun reflect like the glass of the green house,2
118587,i think it is the atmosphere because it acts like the glass from the green house.,2
118588,Because it does the same job as the green house gases.,3
118589,The heat from the sun passes through the atmosphere as if the het from the sun going to the greenhouse would be passing through the glass panels which lets heat in and keeps heat in.,2
118579,glass acts like the atmosphere. turning sr into heat.,4
118603,Because the heat will be reflting of.,2
118592,The atmosphere because the house is letting the heat from the sun go in and that is like the atmosphere which also lets the suns heat go in earths atmosphere. ,2
118584,0,1
118576,The atmosphere has heat in it so the sun will go through the atmosphere and put heat into it.,2
118599,Atmosphere because the sun goes to the atmosphere,2
118577,#N/A,1
118591,because the heat is going into the atmosphere and then out of the atmosphere.,2
118580,"sun is good for the plants.
",2
118598,The atmosphere was like the glass because in kept the heat and sunlight in.,4
118581,Its like the glass because heat from sun is getting absorbed.,2
118619,the atmosphere surrounds the earth like the glass around the green house.,2
118608,The sun is the glass of the greenhouse because the suns heat is kept inside the greenhouse. And the more the heat comes in the more hot it gets inside a greenhouse.,3
118597,the earth because it is getting heated.,2
118630,It is the sun because that is were the solar radiation comes from. ,3
118583, in a green house solar radiation  gets sucked in then it is not allowed to leave.,4
118637,0,1
119017,"The heat is going through the atmosphere, like when it goes through the glass.",2
136389,I think that the atmosphere is like the glass of the greenhouse. The glass lets panels let sun pass through and keeps the heat energy from escaping. This is also what the atmosphere does. It lets heat from the sun to earth and keeps some energy in.,5
136362,It surrounds the stuff in the green house just like the atmosphere surrounds teh Earth. It is like a shell.,2
136368,When it hits off the greenhouse glass it was reflected. WHen I saw that the earth reflected sunlight it looked like the greenhouse glass.,3
136372,Atmosphere because the heat from the sun kinda goes through the atmosphere like the glass.,2
136352,"The atmosphere holds in Earth's gasses and heat, like a greenhouse. ",3
136382,The atmosphere can reflect and absorb a lot of the energy the sun is exporting. When it absorbs the energy it stays withen the atmosphere trapping heat.,3
136374,Because some light is being reflected and some is being absorbed. ,3
136356,The atmosphere is like the glass of the greenhouse because when the sun hits the earth it reflects or bounces off and hits the atmosphere making the heat trapped inside. Once it hit's the atmosphere it just will keep on bouncing. ,3
136370,I think it is the Atmosphere is like the glass because it is protecting somethings that would be harmful to the plants.,2
136354,I chose that because it looked like it would be the glass and also it reflected some of the sun so it dosen't get to hot,2
136367,the atmosphere because the doted line is the layers of the atmosphere.,2
136388,"The blue lines in picture A ""bounces"" off the glass and in picture B the blue lines ""bounce"" of the top of the atmosphere before reaching the outside of the atmosphere.",2
136683,be case it reflects,2
136369,"The atmosphere is keeping the suns rays in when it hit the earth, just like the green house it keeps the suns rays in.",4
136378,The heat of the sun comes in past the atmosphere touches the earth come back up and then it will get reflected by the atmosphere.,2
136359,It's like the atmosphere because the sun is shining down on the greenhouse just like the atmosphere. ,2
136390,I think that the Earth is like the glass in the green house because it is reflecting the sun just like the glass on the green house.,2
136375,Because the atmosphere keeps the heat from coming out of the earth. ,3
136384,At the atmosphere when the sun shines down the atmosphere absorbs it.,2
136387,The atmosphere lets the rays from the sun get to earth but they don't let the rays escape.,5
136366,The sun is just one big ball of gas and it gives everything life ( go back to the mysystem) and also the sun is responsibe for space the atmosphere and earth to have gases,2
136363,It traps the heat from going into space.,3
136373,It looks like the sun is coming from the glass on top of the house thing.,2
136360,"Because its shining on it.
",2
136364,The suns rays goes through the atmosphere and travles to the green house causing it to get the green house. ,3
136380,"You can see in the picture that the Troposphere is like the glass on the greenhouse, it keeps the heat in that the sun producing. That is what keeps Earth warm on there really warm days all day, the Troposphere keeps the heat in close to Earth.   ",3
136391,I think its earth because the green house his like the earth getting heat from the sun.,2
136379, Because it takes in light from the sun,3
136377,i said the sun because the green house yo could see the light coming in and making thepalce hooter and the sun refelcts on something ,3
136381,I chose Earth because in picture A it shows the waves from the sun goes into the greenhouse and that is what the sun is doing in picture B.,2
136361,The atmosphere is like the green house because heat can go through the atmosphere and heat the earth up.,3
136685,It is the thing covering it.,2
136419,The glass of the green house lets in heat energy but doesn't let it out so does the earths atmosphere. It lets some heat en energy in but not out. ,4
